english,category,first_page,occurrences,first_context,representative_source,confidence,zh_tw,status,scope,variants,evidence
Waukeen,possible-proper-noun,20,3,data/1/entries/12/entries/5/entries/7/entries/0,{@i NG female Chultan human priest of Waukeen},0.95,渥金,existing-site,contextual,瓦肯,
Way of the Dragon,possible-proper-noun,170,3,data/10/entries/4/entries/8/entries/1/entries/2,"The city's centuries-old layout dictates its traffic patterns today. Waterdeep lies on a plateau adjacent to a long mountain that shields much of it from the sea. In the southern third of the city, where the land slopes up from the harbor, the High Road and the Way of the Dragon are the two main south-north roads. These converge both at the Waymoot near the southern gate, and in the heart of the Trades Ward where the city is at its narrowest-bounded by Castle Waterdeep, high on a spur of the mountain, and the walls of the City of the Dead. The conjoined boulevard then splits to the north, continuing as the High Road, and to the west as a boulevard called Waterdeep Way, heading toward the Palace of Waterdeep (not to be confused with Waterdeep Castle, which it passes hard by). In the middle of the city, six boulevards run north from Waterdeep Way, where they meet the road that encircles the Market. On the other side of the Market, five boulevards continue north.",0.8,龍道,project-proposed,contextual,龍之道,
Waymoot,possible-proper-noun,40,6,data/3/entries/4/entries/10/entries/4/entries/4/rows/2/2,"Any character who spends at least three days asking pertinent questions and pursuing leads in the Southern Ward or the Dock Ward can, at the end of that time, make a {@dc 18} Charisma (Persuasion or Intimidation) check. On a success, the character convinces some tight-lipped halflings to arrange a meeting with Dasher. The meeting is scheduled to occur at highsun in Waymoot the next day. Dasher shows up to hear what the characters have to say, but he has no intention of going home. He recently joined a gang of halfling wererats called the Shard Shunners (so named because they detest silver) and has since become a wererat himself. The Shard Shunners are his family now. {@i Reward}: Each Zhentarim character gains 2 renown.",0.8,路會廣場,project-proposed,contextual,威穆特;韋慕特,
Weave,possible-proper-noun,88,3,data/5/entries/13/entries/5/entries/2/entries/1,"Their relationship faltered as Dagult's visits to Neverwinter became more frequent and extended. He made promises to {@creature Kalain|WDH} that he failed to keep, and when she raised the subject of faithful commitment, he treated her poorly, for his true love was Neverwinter. {@creature Kalain|WDH} became enraged after Dagult's rejection and turned to painting monsters that, in her mind, represented him. Her power to harness the Weave clings to the fabric of her works, giving her the ability to bring these monsters to life on command.",0.8,魔網,project-proposed,contextual,,
Weirdbottle's Concoctions,possible-proper-noun,17,3,data/1/entries/11/entries/12/entries/6/items/1,"Adventurers can procure discounted potions and poisons from Skeemo's shop, Weirdbottle's Concoctions, which is located in the Trades Ward.",0.8,奇瓶藥劑店,project-proposed,contextual,奇瓶的調和劑;威爾德波特的混合物,
Well of Dragons,possible-proper-noun,37,1,data/3/entries/4/entries/7/entries/2,"Enclosed are tickets for the entire party to {@i The Fall of Tiamat}, an opera sung in Giant describing the evil dragon queen's defeat at the Well of Dragons.",0.8,龍井,project-proposed,contextual,龍之井,
Wern Malkrave,possible-proper-noun,46,1,data/4/entries/7/entries/3/entries/5/items/0,Their names were Bashekk Ortallis and Wern Malkrave. They worked for {@creature Urstul Floxin|wdh} and resided at Gralhund Villa.,0.8,韋恩·馬爾克雷夫,project-proposed,contextual,,
Westra Moltimmur,possible-proper-noun,4,2,data/0/entries/5/entries/0/rows/84/0,Westra Moltimmur,0.8,維絲特拉·莫爾提穆爾,project-proposed,contextual,,
Wheel,heading/rule,136,1,data/8/entries/3/entries/7/entries/12/entries/2/name,Wheel,0.95,輪子,existing-site,heading-only,輪子,
Willifort,possible-proper-noun,60,26,data/5/entries/3/entries/7/entries/1/entries/1,"The spined devils deliver the stone to a hire-coach parked in an alley (encounter 1, ""Alley""). Inside the coach is {@creature Victoro Cassalanter|WDH}'s valet, {@creature Willifort Crowelle|WDH}, a doppelganger in tiefling form. As the hire-coach flees, a street chase ensues (encounter 3, ""Street Chase""). When a crowd cuts off his escape route, Willifort leaps out of the hire-coach and tries to lose himself in the crowd. In the confusion, street urchins snatch the stone. The characters catch up to the children in their cellar hideout (encounter 9, ""Cellar Complex"").",0.95,威利福特,existing-site-short-form,contextual,,
Willifort Crowelle,possible-proper-noun,60,9,data/5/entries/3/entries/7/entries/1/entries/1,"The spined devils deliver the stone to a hire-coach parked in an alley (encounter 1, ""Alley""). Inside the coach is {@creature Victoro Cassalanter|WDH}'s valet, {@creature Willifort Crowelle|WDH}, a doppelganger in tiefling form. As the hire-coach flees, a street chase ensues (encounter 3, ""Street Chase""). When a crowd cuts off his escape route, Willifort leaps out of the hire-coach and tries to lose himself in the crowd. In the confusion, street urchins snatch the stone. The characters catch up to the children in their cellar hideout (encounter 9, ""Cellar Complex"").",0.95,威利福特·克羅威爾,existing-site,contextual,Willifort Crowelle,
Winter,possible-proper-noun,7,14,data/1/entries/4/entries/4/name,Winter,0.95,冬,existing-site,contextual,冬,
Wisdom,possible-proper-noun,22,80,data/2/entries/3/entries/3/entries/3,"Volo gives each character a small pouch containing 10 gp simply for accepting his quest. Characters who want to discover his intentions must make a {@dc 10} Wisdom (Insight) check. On a success, a character discerns that Volo is honest but might be stretching the truth about how much he can pay. (Currently low on cash, Volo is awaiting royalty payments from {@book Volo's Guide to Monsters|vgm}. To make more coin, he began work on a new book, {@i Volo's Guide to Spirits and Specters}. As it happens, his knowledge of spirits mostly concerns the alcoholic variety, and the writing has not been going well.) If pressed, Volo urges the characters to trust him, and promises he'll have the rest of the reward, 100 gp per character, ready to deliver once Floon is returned to him alive.",0.8,感知,project-proposed,contextual,,
Wyrmwizz,possible-proper-noun,105,3,data/6/entries/7/entries/4/entries/14/entries/1/items/2,Other furnishings include a cot and a stack of wooden casks filled with Wyrmwizz Ale (a Skullport brew).,0.8,龍尿,project-proposed,contextual,,
Wyrmwizz Ale,possible-proper-noun,105,3,data/6/entries/7/entries/4/entries/14/entries/1/items/2,Other furnishings include a cot and a stack of wooden casks filled with Wyrmwizz Ale (a Skullport brew).,0.8,龍尿麥酒,project-proposed,contextual,龍尿啤酒,
Xanathar,possible-proper-noun,4,323,data/0/entries/5/entries/0/rows/85/0,{@creature Xanathar|WDH},0.95,姍娜薩,existing-site,contextual,姍娜薩;薩納瑟;克薩納薩;贊納塔;桑納薩;扎納薩;澤納薩;贊納撒;克薩瑟斯;澤涅塔;薩納斯;沙納薩,
Xanathar Guild,possible-proper-noun,5,106,data/1/entries/2/entries/4/entries/0,"Beneath the city streets lurks a criminal underworld, its leader a beholder called {@creature Xanathar|WDH}. Hoping to gain a political foothold in Waterdeep, agents of the Zhentarim (also known as the Black Network) recently tried to ally their organization with the Xanathar Guild. The architect of this attempt was a clone of the wizard {@creature Manshoon|WDH}, a founder of the Black Network long thought dead.",0.8,姍娜薩公會,project-proposed,contextual,珊娜薩工會;克薩納薩公會;薩納瑟公會;贊納塔行會;桑納薩公會;姍娜薩行會;克薩瑟斯行會;澤涅塔公會;贊納薩公會;薩納斯公會;塞納瑟公會;珊娜薩公會;薩納薩斯公會;克蘭薩瑟公會,
Xobblob,possible-proper-noun,,0,,,0.8,索布洛布,project-proposed,contextual,,
Xoblob,possible-proper-noun,23,15,data/2/entries/3/entries/4/entries/1,"En route to the tavern, ""Blood in the Streets"" is a chance for characters to see the City Watch in action. If the characters decide to look around, ""Searching the Dock Ward"" gives them a feel for their surroundings, and they might discover a strange place, ""Old Xoblob Shop,"" that warrants further exploration. Once they arrive at their destination, ""The Skewered Dragon"" is an opportunity for the characters to get information from the patrons, which leads them to ""Candle Lane,"" where their quest continues.",0.8,索布洛布,project-proposed,contextual,,
Yagra,possible-proper-noun,4,21,data/0/entries/5/entries/0/rows/86/0,{@creature Yagra Stonefist|WDH},0.95,雅格拉,existing-site-short-form,contextual,,
Yagra Stonefist,possible-proper-noun,4,5,data/0/entries/5/entries/0/rows/86/0,{@creature Yagra Stonefist|WDH},0.95,雅格拉·石拳,existing-site,contextual,雅格拉·石拳,
Yalah,possible-proper-noun,4,28,data/0/entries/5/entries/0/rows/87/0,{@creature Yalah Gralhund|WDH},0.95,雅拉,existing-site-short-form,contextual,亞拉赫;亞拉,
Yalah Gralhund,possible-proper-noun,4,14,data/0/entries/5/entries/0/rows/87/0,{@creature Yalah Gralhund|WDH},0.95,雅拉·格勞洪德,existing-site,contextual,雅拉·格勞洪德,
Yaliek Iltizmar,possible-proper-noun,4,2,data/0/entries/5/entries/0/rows/88/0,Yaliek Iltizmar,0.8,雅利克·伊爾提茲瑪,project-proposed,contextual,,
Yartar,possible-proper-noun,53,2,data/4/entries/10/entries/7/entries/13/entries/3/entries/2,"The Gralhund family crest appears on the book's title page. The rest of the book is written in Common and describes births, deaths, and other family events between 1239 DR, the Year of the Bloodied Sword, and 1422 DR, the Year of Advancing Shadows. Of particular note is the little-known fact that the Gralhunds forged pacts with devils in years past, giving rise to a strain of tieflings. All such members of the house were sent to live on a Gralhund estate in Yartar, a city far to the north (or so the book claims in its epilogue), and there are passing references to some Waterdavian family members having been born with tails.",0.8,亞塔,project-proposed,contextual,雅塔,
Yawning Portal,possible-proper-noun,5,53,data/1/entries/0,"Welcome to Waterdeep, the Crown of the North, where a wondrous tale of urban adventure is about to unfold. Our story begins with the gathering of adventurers at the Yawning Portal Inn and Tavern. {@creature Volothamp ""Volo"" Geddarm|ToA|Volothamp Geddarm}, the famous explorer and raconteur, has a quest for them-one that entangles the characters in a bitter conflict between two nefarious organizations. If the adventurers complete his quest, Volo rewards them handsomely. Yet a much greater prize lies hidden somewhere in the City of Splendors, waiting to be claimed. Waterdeep: Dragon Heist is a Dungeons & Dragons adventure designed for characters starting at 1st level. By the end of the story, the characters will be at least 5th level. If you're planning to run through the adventure as a player, stop reading now!",0.8,呵欠之門,project-proposed,contextual,打呵欠的傳送門;打瞌睡的門;打哈欠的門;打呵欠的門;打呵欠之門;哈欠之門;打呵欠門;哈欠傳送門;打瞌睡的酒館;打呵欠之門酒館;打哈欠之門;張口的門戶;打瞌睡之門;張口之門;打哈欠門戶;打呵欠的入口;張開的門戶;張開門戶;張大口的門戶;呵欠之門戶,
Yellowspire,possible-proper-noun,68,4,data/5/entries/5/entries/4/entries/5/entries/1,"Agorn was moved to perpetrate this act by the play he saw at the theater and by his lady friend, Amath Sercent, to whom he entrusted the Stone of Golorr. He won't give up her location willingly, though magic can be used to pry the information from his lips. Characters can also speak to the hire-coach driver, Rowan Evenwood, who dropped off Agorn's lady friend before transporting Agorn to Mistshore. Amath lives in an old tower in the Castle Ward called Yellowspire.",0.8,黃尖塔,project-proposed,contextual,黃塔,
Yorn,possible-proper-noun,150,7,data/9/entries/3/entries/5/entries/8/entries/2/entries/0,"{@creature Yorn|wdh} the Terror is reading a copy of {@book Volo's Guide to Monsters|vgm}, autographed on the title page by the author with an added note that reads, in Common: ""For {@creature Yorn|WDH}. I hope you find the orc chapter illuminating!""",0.95,約恩,existing-site,contextual,,
