english,category,classes,subclasses,sources,editions,occurrences,first_file,first_json_pointer,representative_context,proposed_zh_tw,alternative_zh_tw,status,translation_source,confidence,notes,final_zh_tw,final_source
Sun Shield,subclass-feature,Monk,Sun Soul,XGE,classic-or-other,1,data/class/class-monk.json,/subclassFeature/59/name,subclass-feature: Sun Shield,輝日護盾,,proposed,5eclone.pingstudio.tw (legacy exact ENG_name match),0.85,,輝日護盾,5eclone.pingstudio.tw (legacy exact ENG_name match)
Superior Atlas,subclass-feature,Artificer,Cartographer,EFA,classic-or-other,1,data/class/class-artificer.json,/subclassFeature/40/name,subclass-feature: Superior Atlas,,,pending,,0.50,,萬能地圖匣,shuaishuaidnd.cn + OpenCC s2twp
Superior Critical,subclass-feature,Fighter,Champion,PHB; XPHB,classic-or-other; one,2,data/class/class-fighter.json,/subclassFeature/25/name,subclass-feature: Superior Critical,卓越重擊,,proposed,5eclone.pingstudio.tw (legacy exact ENG_name match),0.85,,卓越重擊,5eclone.pingstudio.tw (legacy exact ENG_name match)
Superior Dread,subclass-feature,Warlock,Undead,RHW,classic-or-other,1,data/class/class-warlock.json,/subclassFeature/59/name,subclass-feature: Superior Dread,,,pending,,0.50,,超凡戰慄,shuaishuaidnd.cn + OpenCC s2twp
Superior Hunter's Defense,subclass-feature,Ranger,Hunter,PHB; XPHB,classic-or-other; one,2,data/class/class-ranger.json,/subclassFeature/26/name,subclass-feature: Superior Hunter's Defense,卓越獵人防禦,,proposed,5eclone.pingstudio.tw (legacy exact ENG_name match),0.85,,卓越獵人防禦,5eclone.pingstudio.tw (legacy exact ENG_name match)
Superior Hunter's Prey,subclass-feature,Ranger,Hunter,XPHB,one,1,data/class/class-ranger.json,/subclassFeature/98/name,subclass-feature: Superior Hunter's Prey,,,pending,,0.50,,高階獵殺技藝,shuaishuaidnd.cn + OpenCC s2twp
Superior Mobility,subclass-feature,Rogue,Scout,XGE,classic-or-other,1,data/class/class-rogue.json,/subclassFeature/50/name,subclass-feature: Superior Mobility,優越機動,,proposed,5eclone.pingstudio.tw (legacy exact ENG_name match),0.85,,優越機動,5eclone.pingstudio.tw (legacy exact ENG_name match)
Superior Teleportation,subclass-feature,Mystic,Nomad,UATheMysticClass,classic-or-other,1,data/class/class-mystic.json,/subclassFeature/22/name,subclass-feature: Superior Teleportation,,,pending,,0.50,,優異傳送,shuaishuaidnd.cn + OpenCC s2twp
Supernatural Defense,subclass-feature,Ranger,Monster Slayer,XGE,classic-or-other,1,data/class/class-ranger.json,/subclassFeature/59/name,subclass-feature: Supernatural Defense,超常防禦,,proposed,5eclone.pingstudio.tw (legacy exact ENG_name match),0.85,,超常防禦,5eclone.pingstudio.tw (legacy exact ENG_name match)
Supernatural Resistance,subclass-feature,Paladin,Oathbreaker,DMG,classic-or-other,1,data/class/class-paladin.json,/subclassFeature/6/name,subclass-feature: Supernatural Resistance,超然抗性,,proposed,5eclone.pingstudio.tw (legacy exact ENG_name match),0.85,,超然抗性,5eclone.pingstudio.tw (legacy exact ENG_name match)
Supreme Healing,subclass-feature,Cleric,Life; Solidarity (PSA),PHB; PSA; XPHB,classic-or-other; one,3,data/class/class-cleric.json,/subclassFeature/22/name,subclass-feature: Supreme Healing,極效治療,,proposed,5eclone.pingstudio.tw (legacy exact ENG_name match),0.85,,極效治療,5eclone.pingstudio.tw (legacy exact ENG_name match)
Supreme Sneak,subclass-feature,Rogue,Thief,PHB; XPHB,classic-or-other; one,2,data/class/class-rogue.json,/subclassFeature/15/name,subclass-feature: Supreme Sneak,卓越潛行,,proposed,5eclone.pingstudio.tw (legacy exact ENG_name match),0.85,,卓越潛行,5eclone.pingstudio.tw (legacy exact ENG_name match)
Surge of Health,subclass-feature,Mystic,Immortal,UATheMysticClass,classic-or-other,1,data/class/class-mystic.json,/subclassFeature/16/name,subclass-feature: Surge of Health,,,pending,,0.50,,生機湧動,shuaishuaidnd.cn + OpenCC s2twp
Survivalist,subclass-feature,Rogue,Scout,XGE,classic-or-other,1,data/class/class-rogue.json,/subclassFeature/49/name,subclass-feature: Survivalist,求生專家,,proposed,5eclone.pingstudio.tw (legacy exact ENG_name match),0.85,,求生專家,5eclone.pingstudio.tw (legacy exact ENG_name match)
Survivor,subclass-feature,Fighter,Champion,PHB; XPHB,classic-or-other; one,2,data/class/class-fighter.json,/subclassFeature/26/name,subclass-feature: Survivor,生還者,,proposed,5eclone.pingstudio.tw (legacy exact ENG_name match),0.85,,生還者,5eclone.pingstudio.tw (legacy exact ENG_name match)
Swarming Dispersal,subclass-feature,Ranger,Swarmkeeper,TCE,classic-or-other,1,data/class/class-ranger.json,/subclassFeature/40/name,subclass-feature: Swarming Dispersal,羣逸逃散,,proposed,5eclone.pingstudio.tw (legacy exact ENG_name match),0.85,,羣逸逃散,5eclone.pingstudio.tw (legacy exact ENG_name match)
Swarmkeeper,subclass-feature,Ranger,Swarmkeeper,TCE,classic-or-other,1,data/class/class-ranger.json,/subclassFeature/35/name,subclass-feature: Swarmkeeper,集羣守衛,,proposed,5eclone.pingstudio.tw (legacy exact ENG_name match),0.85,,集羣守衛,5eclone.pingstudio.tw (legacy exact ENG_name match)
Swarmkeeper Magic,subclass-feature,Ranger,Swarmkeeper,TCE,classic-or-other,1,data/class/class-ranger.json,/subclassFeature/37/name,subclass-feature: Swarmkeeper Magic,集羣守衛魔法,,proposed,5eclone.pingstudio.tw (legacy exact ENG_name match),0.85,,集羣守衛魔法,5eclone.pingstudio.tw (legacy exact ENG_name match)
Swashbuckler,subclass-feature,Rogue,Swashbuckler,XGE,classic-or-other,1,data/class/class-rogue.json,/subclassFeature/53/name,subclass-feature: Swashbuckler,風流劍客,,proposed,5eclone.pingstudio.tw (legacy exact ENG_name match),0.85,,風流劍客,5eclone.pingstudio.tw (legacy exact ENG_name match)
Symbiotic Entity,subclass-feature,Druid,Spores,TCE,classic-or-other,1,data/class/class-druid.json,/subclassFeature/16/name,subclass-feature: Symbiotic Entity,共生實體,,proposed,5eclone.pingstudio.tw (legacy exact ENG_name match),0.85,,共生實體,5eclone.pingstudio.tw (legacy exact ENG_name match)
Tactical Wit,subclass-feature,Wizard,War,XGE,classic-or-other,1,data/class/class-wizard.json,/subclassFeature/74/name,subclass-feature: Tactical Wit,戰術思維,,proposed,5eclone.pingstudio.tw (legacy exact ENG_name match),0.85,,戰術思維,5eclone.pingstudio.tw (legacy exact ENG_name match)
Tales from Beyond,subclass-feature,Bard,Spirits,VRGR,classic-or-other,1,data/class/class-bard.json,/subclassFeature/24/name,subclass-feature: Tales from Beyond,先世傳說,,proposed,5eclone.pingstudio.tw (legacy exact ENG_name match),0.85,,先世傳說,5eclone.pingstudio.tw (legacy exact ENG_name match)
Tamed Surge,subclass-feature,Sorcerer,Wild Magic,XPHB,one,1,data/class/class-sorcerer.json,/subclassFeature/103/name,subclass-feature: Tamed Surge,,,pending,,0.50,,馴服浪湧,shuaishuaidnd.cn + OpenCC s2twp
Tandem Footwork,subclass-feature,Bard,Dance,XPHB,one,1,data/class/class-bard.json,/subclassFeature/63/name,subclass-feature: Tandem Footwork,,,pending,,0.50,,協同舞步,shuaishuaidnd.cn + OpenCC s2twp
Team Tactics,subclass-feature,Fighter,Banneret,FRHoF,classic-or-other,1,data/class/class-fighter.json,/subclassFeature/92/name,subclass-feature: Team Tactics,,,pending,,0.50,,團體戰術,shuaishuaidnd.cn + OpenCC s2twp
Telekinetic Adept,subclass-feature,Fighter,Psi Warrior,TCE; XPHB,classic-or-other; one,2,data/class/class-fighter.json,/subclassFeature/48/name,subclass-feature: Telekinetic Adept,念力擅長,,proposed,5eclone.pingstudio.tw (legacy exact ENG_name match),0.85,,念力擅長,5eclone.pingstudio.tw (legacy exact ENG_name match)
Telekinetic Master,subclass-feature,Fighter,Psi Warrior,TCE; XPHB,classic-or-other; one,2,data/class/class-fighter.json,/subclassFeature/51/name,subclass-feature: Telekinetic Master,念力宗師,,proposed,5eclone.pingstudio.tw (legacy exact ENG_name match),0.85,,念力宗師,5eclone.pingstudio.tw (legacy exact ENG_name match)
Telekinetic Movement,subclass-feature,Fighter,Psi Warrior,TCE; XPHB,classic-or-other; one,2,data/class/class-fighter.json,/subclassFeature/44/name,subclass-feature: Telekinetic Movement,念力控物,,proposed,5eclone.pingstudio.tw (legacy exact ENG_name match),0.85,,念力控物,5eclone.pingstudio.tw (legacy exact ENG_name match)
Telekinetic Thrust,subclass-feature,Fighter,Psi Warrior,TCE; XPHB,classic-or-other; one,2,data/class/class-fighter.json,/subclassFeature/47/name,subclass-feature: Telekinetic Thrust,,,pending,,0.50,,念力突刺,shuaishuaidnd.cn + OpenCC s2twp
Telepathic Speech,subclass-feature,Sorcerer,Aberrant; Aberrant Mind,TCE; XPHB,classic-or-other; one,2,data/class/class-sorcerer.json,/subclassFeature/26/name,subclass-feature: Telepathic Speech,傳心談話,,proposed,5eclone.pingstudio.tw (legacy exact ENG_name match),0.85,,傳心談話,5eclone.pingstudio.tw (legacy exact ENG_name match)
Tempest Domain,subclass-feature,Cleric,Tempest,PHB,classic-or-other,2,data/class/class-cleric.json,/subclassFeature/39/name,subclass-feature: Tempest Domain,暴風領域,,proposed,5eclone.pingstudio.tw (legacy exact ENG_name match),0.85,,暴風領域,5eclone.pingstudio.tw (legacy exact ENG_name match)
Tempestuous Magic,subclass-feature,Sorcerer,Storm,XGE,classic-or-other,1,data/class/class-sorcerer.json,/subclassFeature/50/name,subclass-feature: Tempestuous Magic,風暴魔法,,proposed,5eclone.pingstudio.tw (legacy exact ENG_name match),0.85,,風暴魔法,5eclone.pingstudio.tw (legacy exact ENG_name match)
Temporal Awareness,subclass-feature,Wizard,Chronurgy,EGW,classic-or-other,1,data/class/class-wizard.json,/subclassFeature/2/name,subclass-feature: Temporal Awareness,現世感知,,proposed,5eclone.pingstudio.tw (legacy exact ENG_name match),0.85,,現世感知,5eclone.pingstudio.tw (legacy exact ENG_name match)
Tenets of Conquest,subclass-feature,Paladin,Conquest,XGE,classic-or-other,1,data/class/class-paladin.json,/subclassFeature/67/name,subclass-feature: Tenets of Conquest,征服之信條,,proposed,5eclone.pingstudio.tw (legacy exact ENG_name match),0.85,,征服之信條,5eclone.pingstudio.tw (legacy exact ENG_name match)
Tenets of Devotion,subclass-feature,Paladin,Devotion,PHB,classic-or-other,1,data/class/class-paladin.json,/subclassFeature/21/name,subclass-feature: Tenets of Devotion,奉獻之信條,,proposed,5eclone.pingstudio.tw (legacy exact ENG_name match),0.85,,奉獻之信條,5eclone.pingstudio.tw (legacy exact ENG_name match)
Tenets of Glory,subclass-feature,Paladin,Glory,TCE,classic-or-other,1,data/class/class-paladin.json,/subclassFeature/47/name,subclass-feature: Tenets of Glory,榮耀之信條,,proposed,5eclone.pingstudio.tw (legacy exact ENG_name match),0.85,,榮耀之信條,5eclone.pingstudio.tw (legacy exact ENG_name match)
Tenets of Redemption,subclass-feature,Paladin,Redemption,XGE,classic-or-other,1,data/class/class-paladin.json,/subclassFeature/76/name,subclass-feature: Tenets of Redemption,救贖之信條,,proposed,5eclone.pingstudio.tw (legacy exact ENG_name match),0.85,,救贖之信條,5eclone.pingstudio.tw (legacy exact ENG_name match)
Tenets of the Ancients,subclass-feature,Paladin,Ancients,PHB,classic-or-other,1,data/class/class-paladin.json,/subclassFeature/12/name,subclass-feature: Tenets of the Ancients,遠古之信條,,proposed,5eclone.pingstudio.tw (legacy exact ENG_name match),0.85,,遠古之信條,5eclone.pingstudio.tw (legacy exact ENG_name match)
Tenets of the Crown,subclass-feature,Paladin,Crown,SCAG,classic-or-other,1,data/class/class-paladin.json,/subclassFeature/39/name,subclass-feature: Tenets of the Crown,王冠之信條,,proposed,5eclone.pingstudio.tw (legacy exact ENG_name match),0.85,,王冠之信條,5eclone.pingstudio.tw (legacy exact ENG_name match)
Tenets of the Watchers,subclass-feature,Paladin,Watchers,TCE,classic-or-other,1,data/class/class-paladin.json,/subclassFeature/56/name,subclass-feature: Tenets of the Watchers,守望之信條,,proposed,5eclone.pingstudio.tw (legacy exact ENG_name match),0.85,,守望之信條,5eclone.pingstudio.tw (legacy exact ENG_name match)
Tenets of Vengeance,subclass-feature,Paladin,Vengeance,PHB,classic-or-other,1,data/class/class-paladin.json,/subclassFeature/30/name,subclass-feature: Tenets of Vengeance,復仇之信條,,proposed,5eclone.pingstudio.tw (legacy exact ENG_name match),0.85,,復仇之信條,5eclone.pingstudio.tw (legacy exact ENG_name match)
Tentacle of the Deeps,subclass-feature,Warlock,Fathomless,TCE,classic-or-other,1,data/class/class-warlock.json,/subclassFeature/22/name,subclass-feature: Tentacle of the Deeps,深海觸手,,proposed,5eclone.pingstudio.tw (legacy exact ENG_name match),0.85,,深海觸手,5eclone.pingstudio.tw (legacy exact ENG_name match)
The Archfey,subclass-feature,Warlock,Archfey,PHB,classic-or-other,2,data/class/class-warlock.json,/subclassFeature/0/name,subclass-feature: The Archfey,至高妖精,,proposed,5eclone.pingstudio.tw (legacy exact ENG_name match),0.85,,至高妖精,5eclone.pingstudio.tw (legacy exact ENG_name match)
The Celestial,subclass-feature,Warlock,Celestial,XGE,classic-or-other,2,data/class/class-warlock.json,/subclassFeature/39/name,subclass-feature: The Celestial,天界宗主,,proposed,5eclone.pingstudio.tw (legacy exact ENG_name match),0.85,,天界宗主,5eclone.pingstudio.tw (legacy exact ENG_name match)
The Fathomless,subclass-feature,Warlock,Fathomless,TCE,classic-or-other,2,data/class/class-warlock.json,/subclassFeature/20/name,subclass-feature: The Fathomless,深海意志,,proposed,5eclone.pingstudio.tw (legacy exact ENG_name match),0.85,,深海意志,5eclone.pingstudio.tw (legacy exact ENG_name match)
The Fiend,subclass-feature,Warlock,Fiend,PHB,classic-or-other,2,data/class/class-warlock.json,/subclassFeature/5/name,subclass-feature: The Fiend,邪魔宗主,,proposed,5eclone.pingstudio.tw (legacy exact ENG_name match),0.85,,邪魔宗主,5eclone.pingstudio.tw (legacy exact ENG_name match)
The Genie,subclass-feature,Warlock,Genie,TCE,classic-or-other,2,data/class/class-warlock.json,/subclassFeature/29/name,subclass-feature: The Genie,巨靈宗主,,proposed,5eclone.pingstudio.tw (legacy exact ENG_name match),0.85,,巨靈宗主,5eclone.pingstudio.tw (legacy exact ENG_name match)
The Great Old One,subclass-feature,Warlock,Great Old One,PHB,classic-or-other,2,data/class/class-warlock.json,/subclassFeature/10/name,subclass-feature: The Great Old One,舊日支配者,,proposed,5eclone.pingstudio.tw (legacy exact ENG_name match),0.85,,舊日支配者,5eclone.pingstudio.tw (legacy exact ENG_name match)
The Hexblade,subclass-feature,Warlock,Hexblade,XGE,classic-or-other,2,data/class/class-warlock.json,/subclassFeature/45/name,subclass-feature: The Hexblade,咒劍士,,proposed,5eclone.pingstudio.tw (legacy exact ENG_name match),0.85,,咒劍士,5eclone.pingstudio.tw (legacy exact ENG_name match)
The Third Eye,subclass-feature,Wizard,Divination; Diviner,PHB; XPHB,classic-or-other; one,2,data/class/class-wizard.json,/subclassFeature/27/name,subclass-feature: The Third Eye,天眼通,,proposed,5eclone.pingstudio.tw (legacy exact ENG_name match),0.85,,天眼通,5eclone.pingstudio.tw (legacy exact ENG_name match)
The Undead,subclass-feature,Warlock,Undead,VRGR,classic-or-other,2,data/class/class-warlock.json,/subclassFeature/34/name,subclass-feature: The Undead,死靈宗主,,proposed,5eclone.pingstudio.tw (legacy exact ENG_name match),0.85,,死靈宗主,5eclone.pingstudio.tw (legacy exact ENG_name match)
The Undying,subclass-feature,Warlock,Undying,SCAG,classic-or-other,2,data/class/class-warlock.json,/subclassFeature/15/name,subclass-feature: The Undying,​不朽者,,proposed,5eclone.pingstudio.tw (legacy exact ENG_name match),0.85,,​不朽者,5eclone.pingstudio.tw (legacy exact ENG_name match)
Thief,subclass-feature,Rogue,Thief,PHB; XPHB,classic-or-other; one,2,data/class/class-rogue.json,/subclassFeature/12/name,subclass-feature: Thief,竊賊,,proposed,5eclone.pingstudio.tw (legacy exact ENG_name match),0.85,,竊賊,5eclone.pingstudio.tw (legacy exact ENG_name match)
Thief's Reflexes,subclass-feature,Rogue,Thief,PHB; XPHB,classic-or-other; one,2,data/class/class-rogue.json,/subclassFeature/17/name,subclass-feature: Thief's Reflexes,竊賊反射,,proposed,5eclone.pingstudio.tw (legacy exact ENG_name match),0.85,,竊賊反射,5eclone.pingstudio.tw (legacy exact ENG_name match)
Thought Shield,subclass-feature,Warlock,Great Old One,PHB; XPHB,classic-or-other; one,2,data/class/class-warlock.json,/subclassFeature/13/name,subclass-feature: Thought Shield,思想護盾,,proposed,5eclone.pingstudio.tw (legacy exact ENG_name match),0.85,,思想護盾,5eclone.pingstudio.tw (legacy exact ENG_name match)
Thousand Forms,subclass-feature,Druid,Moon,PHB,classic-or-other,1,data/class/class-druid.json,/subclassFeature/12/name,subclass-feature: Thousand Forms,千面相,,proposed,5eclone.pingstudio.tw (legacy exact ENG_name match),0.85,,千面相,5eclone.pingstudio.tw (legacy exact ENG_name match)
Thunder Gauntlets,subclass-feature,Artificer,Armorer,TCE,classic-or-other,1,data/class/class-artificer.json,/subclassFeature/61/name,subclass-feature: Thunder Gauntlets,,,pending,,0.50,,雷霆戰拳,shuaishuaidnd.cn + OpenCC s2twp
Thunderbolt Strike,subclass-feature,Cleric,Tempest,PHB,classic-or-other,1,data/class/class-cleric.json,/subclassFeature/43/name,subclass-feature: Thunderbolt Strike,雷電猛擊,,proposed,5eclone.pingstudio.tw (legacy exact ENG_name match),0.85,,雷電猛擊,5eclone.pingstudio.tw (legacy exact ENG_name match)
Tides of Chaos,subclass-feature,Sorcerer,Wild; Wild Magic,PHB; XPHB,classic-or-other; one,2,data/class/class-sorcerer.json,/subclassFeature/14/name,subclass-feature: Tides of Chaos,混亂之潮,,proposed,5eclone.pingstudio.tw (legacy exact ENG_name match),0.85,,混亂之潮,5eclone.pingstudio.tw (legacy exact ENG_name match)
Tiger,subclass-feature,Barbarian,Totem Warrior,SCAG,classic-or-other,3,data/class/class-barbarian.json,/subclassFeature/15/name,subclass-feature: Tiger,虎,,proposed,5eclone.pingstudio.tw (legacy exact ENG_name match),0.85,,虎,5eclone.pingstudio.tw (legacy exact ENG_name match)
Tipsy Sway,subclass-feature,Monk,Drunken Master,XGE,classic-or-other,1,data/class/class-monk.json,/subclassFeature/45/name,subclass-feature: Tipsy Sway,微醺搖擺,,proposed,5eclone.pingstudio.tw (legacy exact ENG_name match),0.85,,微醺搖擺,5eclone.pingstudio.tw (legacy exact ENG_name match)
