english,category,zh_tw,alternative_zh_tw,source,status,lock,notes
Psychic Whispers,subclassFeature,心靈低語,,5eclone.pingstudio.tw (legacy exact ENG_name match),approved,true,
Purity of Spirit,subclassFeature,純淨之魂,,5eclone.pingstudio.tw (legacy exact ENG_name match),approved,true,
Purple Dragon Knight (Banneret),subclassFeature,紫龍騎士（旗將）,,5eclone.pingstudio.tw (legacy exact ENG_name match),approved,true,
Pyromancer (PSK),subclassFeature,烈焰術士(PSK),,shuaishuaidnd.cn + OpenCC s2twp,approved,true,User approved proceeding with the discovered full-Class translation source; may revise later.
Pyromancer's Fury,subclassFeature,烈焰術士之怒,,shuaishuaidnd.cn + OpenCC s2twp,approved,true,User approved proceeding with the discovered full-Class translation source; may revise later.
Quivering Palm,subclassFeature,震顫掌,,5eclone.pingstudio.tw (legacy exact ENG_name match),approved,true,
Radiance of the Dawn,subclassFeature,黎明曙光,,shuaishuaidnd.cn + OpenCC s2twp,approved,true,User approved proceeding with the discovered full-Class translation source; may revise later.
Radiant Fire,subclassFeature,輝耀之火,,shuaishuaidnd.cn + OpenCC s2twp,approved,true,User approved proceeding with the discovered full-Class translation source; may revise later.
Radiant Soul,subclassFeature,光輝之魂,,5eclone.pingstudio.tw (legacy exact ENG_name match),approved,true,
Radiant Sun Bolt,subclassFeature,日光箭,,5eclone.pingstudio.tw (legacy exact ENG_name match),approved,true,
Rage beyond Death,subclassFeature,怒不畏死,,5eclone.pingstudio.tw (legacy exact ENG_name match),approved,true,
Rage of the Gods,subclassFeature,神之狂暴,,shuaishuaidnd.cn + OpenCC s2twp,approved,true,User approved proceeding with the discovered full-Class translation source; may revise later.
Rage of the Wilds,subclassFeature,獸性狂暴,,shuaishuaidnd.cn + OpenCC s2twp,approved,true,User approved proceeding with the discovered full-Class translation source; may revise later.
Raging Storm,subclassFeature,狂怒風暴,,5eclone.pingstudio.tw (legacy exact ENG_name match),approved,true,
Rakish Audacity,subclassFeature,放蕩無畏,,5eclone.pingstudio.tw (legacy exact ENG_name match),approved,true,
Rallying Cry,subclassFeature,鼓舞戰吼,,5eclone.pingstudio.tw (legacy exact ENG_name match),approved,true,
Rallying Surge,subclassFeature,集結如潮,,shuaishuaidnd.cn + OpenCC s2twp,approved,true,User approved proceeding with the discovered full-Class translation source; may revise later.
Ranger's Companion,subclassFeature,遊俠動物夥伴,,5eclone.pingstudio.tw (legacy exact ENG_name match),approved,true,
Rapid Strike,subclassFeature,迅捷打擊,,5eclone.pingstudio.tw (legacy exact ENG_name match),approved,true,
Reanimated Companion,subclassFeature,再起伴兵,,shuaishuaidnd.cn + OpenCC s2twp,approved,true,User approved proceeding with the discovered full-Class translation source; may revise later.
Reanimator,subclassFeature,蘇生師,掘墳人,manual rules QA,approved,true,
Reanimator Spells,subclassFeature,蘇生師法術,,shuaishuaidnd.cn + OpenCC s2twp,approved,true,User approved proceeding with the discovered full-Class translation source; may revise later.
Reanimator's Skill Set,subclassFeature,蘇生師技藝,,shuaishuaidnd.cn + OpenCC s2twp,approved,true,User approved proceeding with the discovered full-Class translation source; may revise later.
Reaper,subclassFeature,收割者,,5eclone.pingstudio.tw (legacy exact ENG_name match),approved,true,
Rebuke the Violent,subclassFeature,叱喝暴力,,shuaishuaidnd.cn + OpenCC s2twp,approved,true,User approved proceeding with the discovered full-Class translation source; may revise later.
Reckless Abandon,subclassFeature,魯莽放蕩,,5eclone.pingstudio.tw (legacy exact ENG_name match),approved,true,
Reclaim Potential,subclassFeature,回收潛能,,5eclone.pingstudio.tw (legacy exact ENG_name match),approved,true,
Redirect Attack,subclassFeature,借力打力,,5eclone.pingstudio.tw (legacy exact ENG_name match),approved,true,
Refined Reanimation,subclassFeature,精純蘇生,,shuaishuaidnd.cn + OpenCC s2twp,approved,true,User approved proceeding with the discovered full-Class translation source; may revise later.
Relentless,subclassFeature,頑強,,5eclone.pingstudio.tw (legacy exact ENG_name match),approved,true,
Relentless Avenger,subclassFeature,無盡復仇,,5eclone.pingstudio.tw (legacy exact ENG_name match),approved,true,
Remarkable Athlete,subclassFeature,運動健將,,5eclone.pingstudio.tw (legacy exact ENG_name match),approved,true,
Rend Mind,subclassFeature,撕裂心智,,5eclone.pingstudio.tw (legacy exact ENG_name match),approved,true,
Resounding Strike,subclassFeature,轟雷打擊,,shuaishuaidnd.cn + OpenCC s2twp,approved,true,User approved proceeding with the discovered full-Class translation source; may revise later.
Restorative Reagents,subclassFeature,復原藥劑,,5eclone.pingstudio.tw (legacy exact ENG_name match),approved,true,
Restore Balance,subclassFeature,歸復平衡,,5eclone.pingstudio.tw (legacy exact ENG_name match),approved,true,
Restriction—Dwarves Only,subclassFeature,限制——限定矮人,,shuaishuaidnd.cn + OpenCC s2twp,approved,true,User approved proceeding with the discovered full-Class translation source; may revise later.
Restriction: Knighthood,subclassFeature,限制：騎士爵位,,5eclone.pingstudio.tw (legacy exact ENG_name match),approved,true,
Retaliation,subclassFeature,復仇,,5eclone.pingstudio.tw (legacy exact ENG_name match),approved,true,
Revelation in Flesh,subclassFeature,血肉啓示,,5eclone.pingstudio.tw (legacy exact ENG_name match),approved,true,
Rhonas's Blessing,subclassFeature,羅納斯之佑,,shuaishuaidnd.cn + OpenCC s2twp,approved,true,User approved proceeding with the discovered full-Class translation source; may revise later.
Rot and Violence,subclassFeature,枯朽殘虐,,shuaishuaidnd.cn + OpenCC s2twp,approved,true,User approved proceeding with the discovered full-Class translation source; may revise later.
Royal Envoy,subclassFeature,皇家特使,,5eclone.pingstudio.tw (legacy exact ENG_name match),approved,true,
Rune Carver,subclassFeature,符文雕刻者,,5eclone.pingstudio.tw (legacy exact ENG_name match),approved,true,
Rune Knight,subclassFeature,符文騎士,,5eclone.pingstudio.tw (legacy exact ENG_name match),approved,true,
Runic Juggernaut,subclassFeature,符文主宰,,5eclone.pingstudio.tw (legacy exact ENG_name match),approved,true,
Runic Shield,subclassFeature,符文之盾,,5eclone.pingstudio.tw (legacy exact ENG_name match),approved,true,
Sacred Weapon,subclassFeature,神聖武器,,shuaishuaidnd.cn + OpenCC s2twp,approved,true,User approved proceeding with the discovered full-Class translation source; may revise later.
Saint of Forge and Fire,subclassFeature,火與鋼的聖徒,,5eclone.pingstudio.tw (legacy exact ENG_name match),approved,true,
Samurai,subclassFeature,武士,,5eclone.pingstudio.tw (legacy exact ENG_name match),approved,true,
Sanctuary Vessel,subclassFeature,器皿庇護所,,5eclone.pingstudio.tw (legacy exact ENG_name match),approved,true,
School of Abjuration,subclassFeature,防護學派,,5eclone.pingstudio.tw (legacy exact ENG_name match),approved,true,
School of Conjuration,subclassFeature,咒法學派,,5eclone.pingstudio.tw (legacy exact ENG_name match),approved,true,
School of Divination,subclassFeature,預言學派,,5eclone.pingstudio.tw (legacy exact ENG_name match),approved,true,
School of Enchantment,subclassFeature,惑控學派,,5eclone.pingstudio.tw (legacy exact ENG_name match),approved,true,
School of Evocation,subclassFeature,塑能學派,,5eclone.pingstudio.tw (legacy exact ENG_name match),approved,true,
School of Illusion,subclassFeature,幻術學派,,5eclone.pingstudio.tw (legacy exact ENG_name match),approved,true,
School of Necromancy,subclassFeature,死靈學派,,5eclone.pingstudio.tw (legacy exact ENG_name match),approved,true,
School of Transmutation,subclassFeature,變化學派,,5eclone.pingstudio.tw (legacy exact ENG_name match),approved,true,
Scion of the Three,subclassFeature,三神門徒,,shuaishuaidnd.cn + OpenCC s2twp,approved,true,User approved proceeding with the discovered full-Class translation source; may revise later.
Scornful Rebuke,subclassFeature,輕蔑斥喝,,5eclone.pingstudio.tw (legacy exact ENG_name match),approved,true,
Scout,subclassFeature,斥侯,,5eclone.pingstudio.tw (legacy exact ENG_name match),approved,true,
Sculpt Spells,subclassFeature,形塑法術,,5eclone.pingstudio.tw (legacy exact ENG_name match),approved,true,
Sea,subclassFeature,海洋,,5eclone.pingstudio.tw (legacy exact ENG_name match),approved,true,
Searing Arc Strike,subclassFeature,熱弧襲,,5eclone.pingstudio.tw (legacy exact ENG_name match),approved,true,
Searing Sunburst,subclassFeature,熾熱爆陽,,5eclone.pingstudio.tw (legacy exact ENG_name match),approved,true,
Searing Vengeance,subclassFeature,灼光復仇,,5eclone.pingstudio.tw (legacy exact ENG_name match),approved,true,
Second-Story Work,subclassFeature,樑上君子,,5eclone.pingstudio.tw (legacy exact ENG_name match),approved,true,
Sentinel at Death's Door,subclassFeature,死之門的哨衛,,5eclone.pingstudio.tw (legacy exact ENG_name match),approved,true,
Shadow Arts,subclassFeature,影之技藝,,5eclone.pingstudio.tw (legacy exact ENG_name match),approved,true,
Shadow Lore,subclassFeature,陰影學識,,5eclone.pingstudio.tw (legacy exact ENG_name match),approved,true,
Shadow Magic,subclassFeature,幽影魔法,,5eclone.pingstudio.tw (legacy exact ENG_name match),approved,true,
Shadow Martyr,subclassFeature,陰影殉道者,,5eclone.pingstudio.tw (legacy exact ENG_name match),approved,true,
Shadow Sorcery,subclassFeature,幽影術法,,shuaishuaidnd.cn + OpenCC s2twp,approved,true,User approved proceeding with the discovered full-Class translation source; may revise later.
Shadow Spells,subclassFeature,幽影法術,,shuaishuaidnd.cn + OpenCC s2twp,approved,true,User approved proceeding with the discovered full-Class translation source; may revise later.
Shadow Step,subclassFeature,暗影步,,5eclone.pingstudio.tw (legacy exact ENG_name match),approved,true,
Shadow Walk,subclassFeature,幽影漫步,,5eclone.pingstudio.tw (legacy exact ENG_name match),approved,true,
Shadowy Dodge,subclassFeature,暗影閃避,,5eclone.pingstudio.tw (legacy exact ENG_name match),approved,true,
Shadowy Figments,subclassFeature,幻影術,,shuaishuaidnd.cn + OpenCC s2twp,approved,true,User approved proceeding with the discovered full-Class translation source; may revise later.
Shapechanger,subclassFeature,變形者,,5eclone.pingstudio.tw (legacy exact ENG_name match),approved,true,
Share Spells,subclassFeature,法術共享,,5eclone.pingstudio.tw (legacy exact ENG_name match),approved,true,
Shared Resilience,subclassFeature,同築堅城,,shuaishuaidnd.cn + OpenCC s2twp,approved,true,User approved proceeding with the discovered full-Class translation source; may revise later.
Sharpen the Blade,subclassFeature,鋒銳劍刃,,5eclone.pingstudio.tw (legacy exact ENG_name match),approved,true,
Shielding Storm,subclassFeature,護盾風暴,,5eclone.pingstudio.tw (legacy exact ENG_name match),approved,true,
Silver Tongue,subclassFeature,巧舌如簧,,5eclone.pingstudio.tw (legacy exact ENG_name match),approved,true,
Skirmisher,subclassFeature,散兵戰術,,5eclone.pingstudio.tw (legacy exact ENG_name match),approved,true,
Slashing Flourish,subclassFeature,順劈劍舞,,5eclone.pingstudio.tw (legacy exact ENG_name match),approved,true,
Slayer's Counter,subclassFeature,殺手反制,,5eclone.pingstudio.tw (legacy exact ENG_name match),approved,true,
Slayer's Prey,subclassFeature,殺手獵物,,5eclone.pingstudio.tw (legacy exact ENG_name match),approved,true,
Smite of Protection,subclassFeature,衛護斬,,shuaishuaidnd.cn + OpenCC s2twp,approved,true,User approved proceeding with the discovered full-Class translation source; may revise later.
Solidarity Domain (PSA),subclassFeature,團結領域(PSA),,shuaishuaidnd.cn + OpenCC s2twp,approved,true,User approved proceeding with the discovered full-Class translation source; may revise later.
Solidarity's Action,subclassFeature,守望相助,,shuaishuaidnd.cn + OpenCC s2twp,approved,true,User approved proceeding with the discovered full-Class translation source; may revise later.
Song of Defense,subclassFeature,守禦之歌,,5eclone.pingstudio.tw (legacy exact ENG_name match),approved,true,
Song of Victory,subclassFeature,勝利之歌,,5eclone.pingstudio.tw (legacy exact ENG_name match),approved,true,
Soul Blades,subclassFeature,靈魂之刃,,5eclone.pingstudio.tw (legacy exact ENG_name match),approved,true,
Soul Knife,subclassFeature,魂刃,,shuaishuaidnd.cn + OpenCC s2twp,approved,true,User approved proceeding with the discovered full-Class translation source; may revise later.
Soul of Deceit,subclassFeature,欺瞞之魂,,5eclone.pingstudio.tw (legacy exact ENG_name match),approved,true,
Soul of the Forge,subclassFeature,鍛造之魂,,5eclone.pingstudio.tw (legacy exact ENG_name match),approved,true,
Soul of Vengeance,subclassFeature,報復之魂,,5eclone.pingstudio.tw (legacy exact ENG_name match),approved,true,
Soulknife,subclassFeature,魂刃,,5eclone.pingstudio.tw (legacy exact ENG_name match),approved,true,
Spectral Defense,subclassFeature,虛體防禦,,5eclone.pingstudio.tw (legacy exact ENG_name match),approved,true,
Spectral Form,subclassFeature,幽靈形態,,shuaishuaidnd.cn + OpenCC s2twp,approved,true,User approved proceeding with the discovered full-Class translation source; may revise later.
Speech of the Woods,subclassFeature,林地之語,,5eclone.pingstudio.tw (legacy exact ENG_name match),approved,true,
Spell Bombardment,subclassFeature,法術轟擊,,5eclone.pingstudio.tw (legacy exact ENG_name match),approved,true,
Spell Breaker,subclassFeature,法術破壞者,,5eclone.pingstudio.tw (legacy exact ENG_name match),approved,true,
Spell Resistance,subclassFeature,法術抗性,,5eclone.pingstudio.tw (legacy exact ENG_name match),approved,true,
